customer_id,customer_name,email,city,state_or_region,country,signup_date,membership_tier
AMA-C2518,carlos müller,carlos.müller541@example.com,Boston,MA,US,25-Jan-2024,Non-Prime
AMA-C9573,Yuki Wang,yuki.wang438@example.com,Boston,MA,US,12-Sep-2023,Prime Student
AMA-C3397,Vivaan Wang,vivaan.wang375@example.com,Denver,CO,US,07/22/2024,Prime Student
AMA-C6121,Rahul Garcia,rahul.garcia948@example.com,Phoenix,AZ,US,2021-06-01,Prime
AMA-C9653,Li Kumar,li.kumar126@example.com,New York,NY,US,12/24/2023,Non-Prime
AMA-C9025,Ben Rossi,ben.rossi137@example.com,Houston,TX,US,06/21/2021,
AMA-C5319,Sara Brown,sara.brown114@example.com,Denver,CO,US,2023-04-23,
AMA-C4967,Aditya Müller,aditya.müller134@example.com,Boston,MA,US,15-Dec-2022,Non-Prime
AMA-C8231,Wei Suzuki,wei.suzuki792@example.com,PHOENIX,AZ,US,2024-09-11,Prime
AMA-C8403, Yuki Khan ,yuki.khan357@example.com,Phoenix,AZ,US,21-Mar-2023,Prime
AMA-C6444,Ken Smith,ken.smith478@example.com,New York,NY,US,27-Jul-2021,Prime
AMA-C7352,Mohammed Müller,mohammed.müller925@example.com,Miami,FL,US,2024-05-04,Prime
AMA-C4640,Ben Anderson,ben.anderson157@example.com,Phoenix,AZ,US,12/22/2023,
AMA-C2951,Zoe Davis,zoe.davis727@example.com,Miami,FL,US,08/23/2021,Prime
AMA-C5577,BEN WILSON,ben.wilson879@example.com,Miami,FL,US,07-Jul-2021,Non-Prime
AMA-C4207,BEN ROSSI,ben.rossi300@example.com,Houston,TX,US,07/31/2023,Non-Prime
AMA-C3627,Aditya Yamada,aditya.yamada688@example.com,Boston,MA,US,07-Apr-2022,Non-Prime
AMA-C5910,Carlos Tanaka,carlos.tanaka82@example.com,Chicago,IL,US,06/01/2021,Non-Prime
AMA-C7268,Liam Anderson,liam.anderson712@example.com,New York,NY,US,10/20/2021,Non-Prime
AMA-C9909,Ben Smith,ben.smith124@example.com,Phoenix,AZ,US,07/12/2024,Prime
AMA-C7252,Yuki Wilson,yuki.wilson977@example.com,Denver,CO,US,02-Jul-2025,Non-Prime
AMA-C4628,John Chen,,Chicago,IL,US,2021-01-11,Prime Student
AMA-C10768,Noah Rossi,,Denver,CO,US,04/08/2025,Non-Prime
AMA-C7936,LIAM BROWN,liam.brown403@example.com,Los Angeles,CA,US,08-Mar-2023,Prime
AMA-C6809,Emma Lee,,Chicago,IL,US,20-Mar-2024,Prime
AMA-C10581,Mohammed Khan,mohammed.khan674 at example.com,Denver,CO,US,21-Sep-2024,Prime
AMA-C3441,Li Khan,li.khan849@example.com,New York,NY,US,18-Sep-2022,Non-Prime
AMA-C2662,Liam Patel,liam.patel421@example.com,Miami,FL,US,06-Jun-2025,Prime Student
AMA-C9962,Aarav Chen,aarav.chen870@example.com,Miami,FL,US,04-Feb-2022,Prime Student
AMA-C10811,James Smith,james.smith862@example.com,Boston,MA,US,22-Mar-2021,Non-Prime
AMA-C8625,David Wang,david.wang720@example.com,Houston,TX,US,01/26/2023,Prime
AMA-C1179,Sofia Smith,sofia.smith594@example.com,Houston,TX,US,2023-03-27,Prime Student
AMA-C2555, Noah Khan ,noah.khan47@example.com,Miami,FL,US,2024-02-20,Prime Student
AMA-C1962,John Davis,,Atlanta,GA,US,09/26/2023,Prime Student
AMA-C6379,Yuki Martin,yuki.martin816@example.com,Phoenix,AZ,US,06/22/2024,Prime Student
AMA-C9939,Ben Patel,ben.patel704@example.com,New York,NY,US,05/12/2022,Non-Prime
AMA-C5908,Anna Davis,anna.davis595@example.com,Los Angeles,CA,US,06/23/2022,Prime
AMA-C7509,Aarav Kim,aarav.kim263@example.com,Houston,TX,US,06/13/2025,Non-Prime
AMA-C6003,Wei Brown,wei.brown549@example.com,New York,NY,US,02/20/2021,Prime Student
AMA-C2417,Maria Kumar,maria.kumar767@example.com,Denver,CO,US,07/14/2023,Non-Prime
AMA-C6137,Olivia Yamada,olivia.yamada975@example.com,Boston,MA,US,05/03/2021,Prime
AMA-C2612,CHEN GARCIA,chen.garcia603@example.com,Chicago,IL,US,05-May-2023,Prime Student
AMA-C7157,Emma Garcia,emma.garcia835@example.com,Miami,FL,US,01/31/2024,Prime Student
AMA-C10179,NOAH MÜLLER,noah.müller13@example.com,Phoenix,AZ,US,2024-10-26,Prime
AMA-C5883,Carlos Johnson,carlos.johnson210@example.com,Miami,FL,US,07-Dec-2023,Prime
AMA-C3700,Yuki Patel,,Atlanta,GA,US,06/04/2024,Prime
AMA-C8182,Ken Patel,ken.patel819@example.com,Denver,CO,US,01/25/2024,Prime Student
AMA-C1285,Carlos Lee,carlos.lee874@example.com,Seattle,WA,US,09-Nov-2023,Prime Student
AMA-C5845,aarav lee,aarav.lee194@example.com,Boston,MA,US,11-Jan-2022,Non-Prime
AMA-C8877,Li Smith,li.smith148@example.com,Houston,TX,US,2023-07-21,Prime Student
AMA-C3341,James Kim,james.kim409@example.com,Atlanta,GA,US,2024-04-12,Prime
AMA-C4799,Ben Wilson,ben.wilson793@example.com,Houston,TX,US,06/12/2025,Non-Prime
AMA-C8155,li martin,li.martin795@example.com,Chicago,IL,US,11/09/2025,Prime Student
AMA-C10330,Emma Wang,emma.wang928@example.com,Phoenix,AZ,US,2025-07-19,Prime
AMA-C9461,DAVID ROSSI,david.rossi562@example.com,Atlanta,GA,US,2023-11-19,
AMA-C1175,Wei Kumar,wei.kumar386@example.com,MIAMI,FL,US,11/03/2024,Non-Prime
AMA-C2912,Fatima Davis,fatima.davis349@example.com,Chicago,IL,US,10/07/2025,Prime Student
AMA-C5570,Rahul Singh,rahul.singh598@example.com,New York,NY,US,22-Oct-2025,Prime
AMA-C8942,FATIMA KIM,fatima.kim354@example.com,Houston,TX,US,19-Nov-2025,Prime Student
AMA-C3770,Vivaan Singh,vivaan.singh849@example.com,Denver,CO,US,01-Sep-2023,Non-Prime
AMA-C10474,Emma Sharma,emma.sharma561@example.com,Chicago,IL,US,2022-03-13,Prime
AMA-C6984,Olivia Kumar,,Boston,MA,US,2025-11-21,Non-Prime
AMA-C10200,PRIYA BROWN,,Denver,CO,US,27-Jun-2024,Non-Prime
AMA-C10840,Rahul Suzuki,rahul.suzuki373@example.com,Chicago,IL,US,03/03/2021,Prime Student
AMA-C2694,Sofia Davis,sofia.davis745@example.com,Phoenix,AZ,US,2022-06-15,Non-Prime
AMA-C8357,Michael Anderson,michael.anderson781@example.com,Los Angeles,CA,US,10/29/2021,Prime Student
AMA-C8918,Carlos Singh,carlos.singh929@example.com,Boston,MA,US,25-Nov-2021,Prime
AMA-C2340,Carlos Anderson,carlos.anderson231@example.com,New York,NY,US,2025-06-26,Non-Prime
AMA-C6119,Michael Johnson,michael.johnson59@example.com,Phoenix,AZ,US,2023-11-18,Non-Prime
AMA-C8894, Emma Smith ,emma.smith1@example.com,HOUSTON,TX,US,28-Nov-2022,Non-Prime
AMA-C9508,John Martin,john.martin25 at example.com,Boston,MA,US,15-Feb-2024,Prime
AMA-C5503,Maria Wilson,maria.wilson726@example.com,Boston,MA,US,08/07/2024,Non-Prime
AMA-C5730,Fatima Suzuki,fatima.suzuki941@example.com,Denver,CO,US,06/29/2022,Non-Prime
AMA-C4832,zoe chen,zoe.chen288@example.com,Chicago,IL,US,10/28/2023,Prime Student
AMA-C10328,Olivia Patel,olivia.patel408@example.com,Phoenix,AZ,US,14-Sep-2022,Prime Student
AMA-C7166,CHEN KHAN,chen.khan965@example.com,Chicago,IL,US,2022-03-15,Non-Prime
AMA-C4868,Michael Johnson,michael.johnson450 at example.com,Houston,TX,US,2022-09-24,Prime
AMA-C9546,Ava Patel,ava.patel481@example.com,Houston,TX,US,14-Jul-2022,Non-Prime
AMA-C8909,James Johnson,,Boston,MA,US,2024-02-14,Prime Student
AMA-C1266,Priya Yamada,priya.yamada985@example.com,Chicago,IL,US,02-Apr-2023,Prime
AMA-C7213,Sara Singh,sara.singh330@example.com,Atlanta,GA,US,2021-01-22,Prime Student
AMA-C2800,David Smith,david.smith411@example.com,atlanta,GA,US,2021-10-27,Prime
AMA-C8585,David Rossi,david.rossi80@example.com,New York,NY,US,04/25/2022,Prime
AMA-C3365,John Yamada,john.yamada588@example.com,Phoenix,AZ,US,17-Sep-2024,Non-Prime
AMA-C7472,michael brown,michael.brown138@example.com,Boston,MA,US,19-Nov-2023,Prime Student
AMA-C4593,Vivaan Kim,vivaan.kim774@example.com,Denver,CO,US,2021-04-27,Non-Prime
AMA-C6641, Michael Khan ,michael.khan855@example.com,Miami,FL,US,03/19/2024,Non-Prime
AMA-C6038, Wei Wilson ,wei.wilson578@example.com,Miami,FL,US,06/18/2021,Prime Student
AMA-C10542,Anna Rossi,anna.rossi866@example.com,New York,NY,US,13-Nov-2022,Prime
AMA-C5062,Rahul Anderson,rahul.anderson988@example.com,Los Angeles,CA,US,31-Mar-2024,Prime
AMA-C9671,BEN KUMAR,,atlanta,GA,US,04/05/2024,Prime Student
AMA-C7004,Mohammed Khan,mohammed.khan478@example.com,Seattle,WA,US,2023-06-15,Non-Prime
AMA-C9490,Michael Khan,michael.khan304@example.com,New York,NY,US,09/25/2023,
AMA-C4168,Olivia Yamada,olivia.yamada234@example.com,Denver,CO,US,2023-12-20,Non-Prime
AMA-C3578,emma sharma,emma.sharma791@example.com,Denver,CO,US,04/26/2024,Non-Prime
AMA-C9658,Anna Suzuki,anna.suzuki341@example.com,Atlanta,GA,US,05-Sep-2023,Prime Student
AMA-C9147,LI LEE,li.lee914@example.com,Houston,TX,US,30-Sep-2021,Prime
AMA-C1889,LIAM ROSSI,liam.rossi624@example.com,Chicago,IL,US,12/14/2024,Prime
AMA-C2863,John Suzuki,john.suzuki493@example.com,Seattle,WA,US,04/16/2024,Non-Prime
AMA-C5610,FATIMA SMITH,fatima.smith626@example.com,Denver,CO,US,2021-03-23,Prime
AMA-C2037,Aarav Smith,aarav.smith581@example.com,Atlanta,GA,US,2021-09-15,Non-Prime
AMA-C6223,David Garcia,,New York,NY,US,12/11/2023,Non-Prime
AMA-C5295,Vivaan Kumar,vivaan.kumar268@example.com,denver,CO,US,2024-08-08,Prime Student
AMA-C1712, Maria Rossi ,maria.rossi850@example.com,Boston,MA,US,2025-07-11,Prime
AMA-C3305, Zoe Patel ,zoe.patel428@example.com,Los Angeles,CA,US,2022-03-12,
AMA-C6427,Rahul Sharma,rahul.sharma874@example.com,Chicago,IL,US,2022-01-28,Prime Student
AMA-C3958,DAVID TANAKA,david.tanaka24@example.com,Boston,MA,US,12/15/2023,Prime Student
AMA-C8952,Yuki Anderson,yuki.anderson267@example.com,Boston,MA,US,12/13/2025,Non-Prime
AMA-C9327,Olivia Yamada,olivia.yamada781@example.com,Los Angeles,CA,US,21-Jun-2021,Prime Student
AMA-C8173,Fatima Lee,fatima.lee940@example.com,Seattle,WA,US,2023-05-17,Prime Student
AMA-C9711,Anna Anderson,anna.anderson495@example.com,Houston,TX,US,2021-07-29,
AMA-C9299,Zoe Sharma,zoe.sharma302@example.com,Los Angeles,CA,US,28-Apr-2022,Non-Prime
AMA-C3831,Emma Kumar,emma.kumar17@example.com,Phoenix,AZ,US,03-Feb-2022,Non-Prime
AMA-C5372,Mohammed Singh,mohammed.singh256@example.com,Houston,TX,US,14-Nov-2023,Prime
AMA-C9579,Maria Sharma,maria.sharma125@example.com,Phoenix,AZ,US,13-Mar-2023,Prime
AMA-C8550,Ben Kim,ben.kim463@example.com,Phoenix,AZ,US,27-Apr-2025,Prime
AMA-C9807,James Rossi,james.rossi836@example.com,Boston,MA,US,2022-04-11,Prime
AMA-C8482,Vivaan Suzuki,vivaan.suzuki66@example.com,denver,CO,US,2021-02-28,Prime
AMA-C9932,Mohammed Garcia,mohammed.garcia25@example.com,new york,NY,US,06-Sep-2025,Prime Student
AMA-C7785,Priya Sharma,priya.sharma473@example.com,Denver,CO,US,11/23/2022,Prime
AMA-C6967,Olivia Yamada,,Boston,MA,US,2025-11-13,Prime Student
AMA-C1416,Yuki Yamada,yuki.yamada218@example.com,Los Angeles,CA,US,2024-08-19,Prime
AMA-C4556,RAHUL TANAKA,rahul.tanaka843@example.com,BOSTON,MA,US,2025-03-29,Non-Prime
AMA-C1482,MOHAMMED LEE,mohammed.lee996@example.com,Atlanta,GA,US,08-Feb-2025,Prime Student
AMA-C4048,Emma Khan,emma.khan358@example.com,Denver,CO,US,2025-06-02,Prime Student
AMA-C7388,Ava Rossi,ava.rossi218@example.com,Seattle,WA,US,22-Sep-2023,Non-Prime
AMA-C1999,Emma Anderson,emma.anderson12@example.com,New York,NY,US,05-Nov-2021,Non-Prime
AMA-C7697,Ken Martin,ken.martin981@example.com,Atlanta,GA,US,08/03/2021,Prime
AMA-C8557,David Smith,david.smith371@example.com,Atlanta,GA,US,2022-07-11,Prime
AMA-C2962,Rahul Lee,,CHICAGO,IL,US,03/16/2025,Prime Student
AMA-C6319,Maria Kim,maria.kim692 at example.com,Chicago,IL,US,19-Apr-2025,Non-Prime
AMA-C2418,James Yamada,james.yamada131@example.com,Los Angeles,CA,US,2025-05-09,Prime
AMA-C5187,Sara Sharma,sara.sharma426@example.com,Houston,TX,US,2025-08-20,Non-Prime
AMA-C9792,Vivaan Suzuki,vivaan.suzuki88@example.com,Boston,MA,US,30-Jan-2021,Prime
AMA-C4502,Ava Davis,ava.davis511@example.com,Houston,TX,US,09/12/2022,Non-Prime
AMA-C1611,MICHAEL WILSON,michael.wilson832@example.com,Houston,TX,US,2025-10-03,Non-Prime
AMA-C10926,Olivia Rossi,olivia.rossi464@example.com,Boston,MA,US,2025-09-16,Prime
AMA-C4319,carlos martin,,Chicago,IL,US,2021-01-16,Prime
AMA-C1732,JOHN KIM,john.kim28@example.com,New York,NY,US,2025-03-25,Prime
AMA-C7257,NOAH JOHNSON,noah.johnson885@example.com,Denver,CO,US,26-Dec-2024,Prime
AMA-C3868,Ben Rossi,ben.rossi114@example.com,Seattle,WA,US,11-Feb-2023,Prime
AMA-C5395, Anna Sharma ,anna.sharma311@example.com,Denver,CO,US,2023-04-06,Prime
AMA-C4918,Sofia Brown,sofia.brown208@example.com,atlanta,GA,US,2024-09-18,Non-Prime
AMA-C9611,Aarav Wang,aarav.wang896@example.com,Chicago,IL,US,2024-04-21,Prime Student
AMA-C1492,Sofia Singh,sofia.singh722@example.com,Seattle,WA,US,22-Dec-2022,
AMA-C8339,Anna Tanaka,anna.tanaka211@example.com,Houston,TX,US,02/13/2021,Prime Student
AMA-C3620,Aarav Wang,,Atlanta,GA,US,2025-04-01,Non-Prime
AMA-C10494,Rahul Müller,rahul.müller634@example.com,Phoenix,AZ,US,10/24/2023,Prime Student
AMA-C10443, Rahul Wang ,rahul.wang974@example.com,Seattle,WA,US,10/12/2023,Non-Prime
AMA-C4349,Maria Chen,maria.chen68@example.com,Houston,TX,US,2024-02-17,Non-Prime
AMA-C7191,fatima yamada,fatima.yamada374@example.com,Atlanta,GA,US,05/24/2021,Prime Student
AMA-C4964,Maria Müller,maria.müller568@example.com,NEW YORK,NY,US,28-Feb-2022,Prime
AMA-C10586,Carlos Anderson,carlos.anderson604 at example.com,Houston,TX,US,2023-04-29,
AMA-C9643,ben singh,ben.singh673@example.com,Houston,TX,US,04/21/2024,Prime
AMA-C5233,Sara Singh,sara.singh493@example.com,Seattle,WA,US,2022-01-25,Non-Prime
AMA-C4904,Li Davis,li.davis397@example.com,Houston,TX,US,30-Jun-2025,Prime
AMA-C3400,MICHAEL KIM,michael.kim264@example.com,Boston,MA,US,09/06/2024,Prime
AMA-C3579,BEN PATEL,ben.patel697@example.com,Miami,FL,US,11/06/2023,Prime
AMA-C10171,Zoe Rossi,zoe.rossi727@example.com,Phoenix,AZ,US,2022-02-26,Non-Prime
AMA-C8392,Yuki Garcia,yuki.garcia55@example.com,Boston,MA,US,03-Sep-2023,Prime
AMA-C7251,Aditya Yamada,aditya.yamada463@example.com,New York,NY,US,2023-03-21,Prime Student
AMA-C7131,Vivaan Martin,vivaan.martin822@example.com,Los Angeles,CA,US,16-Dec-2022,Non-Prime
AMA-C6147,Yuki Brown,yuki.brown869@example.com,Phoenix,AZ,US,2022-08-15,Prime
AMA-C5774,James Wilson,james.wilson391@example.com,Los Angeles,CA,US,2021-11-12,
AMA-C7048,Michael Wilson,michael.wilson212@example.com,New York,NY,US,2021-12-03,Prime
AMA-C8650,Aditya Tanaka,aditya.tanaka206@example.com,Seattle,WA,US,2025-06-19,Prime
AMA-C2554,Wei Wilson,wei.wilson459@example.com,Boston,MA,US,2021-10-11,Prime
AMA-C8605,ken brown,ken.brown640 at example.com,Miami,FL,US,2022-01-23,Non-Prime
AMA-C6581,Rahul Wilson,rahul.wilson369@example.com,Phoenix,AZ,US,07-Jul-2025,Non-Prime
AMA-C8020,Noah Rossi,noah.rossi291@example.com,Miami,FL,US,2023-03-12,Prime Student
AMA-C7471,Wei Brown,wei.brown565@example.com,Chicago,IL,US,05/07/2025,Non-Prime
AMA-C5829,John Patel,john.patel455@example.com,Houston,TX,US,16-Mar-2024,Prime
AMA-C1912, Rahul Müller ,rahul.müller495@example.com,New York,NY,US,08-Apr-2025,Non-Prime
AMA-C8816,Zoe Garcia,zoe.garcia14@example.com,Houston,TX,US,01/08/2021,Prime
AMA-C10463,Chen Davis,chen.davis641@example.com,Boston,MA,US,04/16/2025,Prime
AMA-C1741,FATIMA SUZUKI,fatima.suzuki683@example.com,New York,NY,US,16-Mar-2021,Prime
AMA-C1423,Michael Tanaka,michael.tanaka59@example.com,LOS ANGELES,CA,US,2025-09-10,Prime Student
AMA-C6741,Mohammed Singh,,Denver,CO,US,17-Dec-2025,Prime Student
AMA-C7754,Noah Rossi,noah.rossi243@example.com,Chicago,IL,US,29-Dec-2022,Non-Prime
AMA-C10517,Olivia Khan,,Atlanta,GA,US,2025-02-13,Non-Prime
AMA-C10981,ken kim,ken.kim500@example.com,Chicago,IL,US,03-Jan-2025,Prime Student
AMA-C9756,Aarav Yamada,aarav.yamada544@example.com,Seattle,WA,US,08/23/2023,Prime Student
AMA-C4004,Noah Rossi,noah.rossi363 at example.com,Houston,TX,US,2022-02-16,Non-Prime
AMA-C10408,Michael Kim,michael.kim229@example.com,New York,NY,US,01-Jun-2025,
AMA-C3684,Olivia Khan,olivia.khan522@example.com,Denver,CO,US,10/21/2021,
AMA-C5849,Sara Davis,sara.davis202@example.com,Los Angeles,CA,US,07/02/2024,
AMA-C9066, David Sharma ,david.sharma517@example.com,New York,NY,US,2023-10-26,Prime Student
AMA-C1751,sara suzuki,sara.suzuki579@example.com,Houston,TX,US,25-Jun-2024,Non-Prime
AMA-C4412,Rahul Yamada,rahul.yamada784@example.com,New York,NY,US,2025-06-02,Non-Prime
AMA-C1902,Carlos Khan,carlos.khan973@example.com,Denver,CO,US,05/07/2023,Prime
AMA-C10911,aarav anderson,aarav.anderson476@example.com,Houston,TX,US,04/19/2025,Non-Prime
AMA-C4186,MARIA DAVIS,maria.davis865@example.com,Seattle,WA,US,2022-07-24,Prime Student
AMA-C7824,Anna Müller,anna.müller392@example.com,Miami,FL,US,2025-01-14,Non-Prime
AMA-C1382, Aditya Suzuki ,aditya.suzuki588@example.com,New York,NY,US,11-Oct-2025,Non-Prime
AMA-C2947,Priya Kim,priya.kim305@example.com,Atlanta,GA,US,08/04/2025,Non-Prime
AMA-C9201,Aarav Müller,aarav.müller642@example.com,Atlanta,GA,US,2025-07-02,Prime Student
AMA-C8881,Yuki Singh,yuki.singh842@example.com,Chicago,IL,US,11/22/2022,Prime Student
AMA-C6231,Ben Singh,ben.singh77@example.com,Seattle,WA,US,2024-10-31,Prime
AMA-C1119,aarav kumar,aarav.kumar935@example.com,Miami,FL,US,03/07/2025,Non-Prime
AMA-C2252,Mohammed Lee,mohammed.lee894@example.com,Los Angeles,CA,US,2024-10-09,Prime Student
AMA-C3982,Anna Wang,anna.wang577@example.com,Miami,FL,US,10/23/2021,Prime Student
AMA-C8632,Yuki Suzuki,yuki.suzuki258@example.com,Seattle,WA,US,03/18/2021,Prime
AMA-C8414,Ben Khan,ben.khan301@example.com,Los Angeles,CA,US,2023-08-25,Prime
AMA-C5245,Emma Rossi,emma.rossi371@example.com,Miami,FL,US,01/19/2021,Non-Prime
AMA-C5246,Noah Davis,noah.davis427@example.com,Chicago,IL,US,11/13/2021,Non-Prime
AMA-C4311,Ava Rossi,ava.rossi766@example.com,Miami,FL,US,03-Jun-2022,Non-Prime
AMA-C2883,Zoe Wilson,zoe.wilson894@example.com,New York,NY,US,14-Apr-2022,Prime
AMA-C1871,Ken Patel,ken.patel435@example.com,Boston,MA,US,07/13/2021,Prime Student
AMA-C8945,Rahul Kim,rahul.kim559@example.com,Denver,CO,US,2023-12-28,Non-Prime
AMA-C3490,David Lee,david.lee335@example.com,Denver,CO,US,2025-02-05,Non-Prime
AMA-C2655,John Wang,john.wang409@example.com,PHOENIX,AZ,US,11/01/2022,Non-Prime
AMA-C9192,Liam Wang,liam.wang467@example.com,Boston,MA,US,01/24/2023,
AMA-C6988,Mohammed Martin,mohammed.martin733@example.com,Miami,FL,US,01-Oct-2023,Prime Student
AMA-C2245,Sofia Martin,,Boston,MA,US,07/18/2024,Prime Student
AMA-C1328,Chen Wang,,atlanta,GA,US,03/22/2025,Prime
AMA-C9405,Rahul Lee,,Phoenix,AZ,US,01/02/2024,
AMA-C10202,Noah Kim,noah.kim210@example.com,Boston,MA,US,08/03/2024,Non-Prime
AMA-C2201,Ava Brown,ava.brown981@example.com,Miami,FL,US,2021-07-02,Prime Student
AMA-C7774,John Lee,john.lee628@example.com,Seattle,WA,US,2022-01-23,Non-Prime
AMA-C6340,Sofia Khan,sofia.khan252@example.com,Atlanta,GA,US,28-Mar-2022,Prime Student
AMA-C8565,EMMA ROSSI,emma.rossi261@example.com,New York,NY,US,12/24/2022,Non-Prime
AMA-C9978,John Garcia,,New York,NY,US,16-May-2023,Prime
AMA-C2994,Noah Khan,noah.khan808@example.com,Atlanta,GA,US,01/25/2022,Non-Prime
AMA-C2935,Fatima Müller,fatima.müller461@example.com,Seattle,WA,US,01-Nov-2025,Non-Prime
AMA-C8257,James Johnson,james.johnson957 at example.com,phoenix,AZ,US,16-Nov-2021,Prime Student
AMA-C7073,Emma Yamada,emma.yamada645@example.com,Houston,TX,US,03/16/2022,Prime
AMA-C2858,Priya Lee,priya.lee793@example.com,PHOENIX,AZ,US,2024-12-13,Prime Student
AMA-C2872,Michael Anderson,michael.anderson889@example.com,Los Angeles,CA,US,18-May-2025,Prime Student
AMA-C10475,Priya Singh,priya.singh859@example.com,Chicago,IL,US,2021-08-04,Non-Prime
AMA-C6593,KEN SINGH,ken.singh621@example.com,Boston,MA,US,22-Dec-2024,Prime
AMA-C4169,yuki kim,yuki.kim303@example.com,Los Angeles,CA,US,16-Jun-2024,Non-Prime
AMA-C8643,Noah Rossi,noah.rossi342@example.com,Miami,FL,US,09/19/2021,Prime Student
AMA-C1758,emma martin,emma.martin908@example.com,Phoenix,AZ,US,06/05/2021,Non-Prime
AMA-C5871,james kumar,james.kumar953@example.com,Seattle,WA,US,2023-06-30,Non-Prime
AMA-C9098,wei khan,,Denver,CO,US,2023-01-15,Prime Student
AMA-C8538,EMMA KHAN,emma.khan792@example.com,Los Angeles,CA,US,10-Dec-2024,Non-Prime
AMA-C10165,emma wang,,Denver,CO,US,11/13/2025,Prime
AMA-C7523,Ken Yamada,ken.yamada96@example.com,Houston,TX,US,01/05/2021,Prime Student
AMA-C9439,VIVAAN KIM,vivaan.kim74@example.com,Phoenix,AZ,US,12/14/2022,Prime
AMA-C10148,Anna Chen,anna.chen342@example.com,Seattle,WA,US,2021-08-02,Prime
AMA-C4295,Priya Smith,priya.smith858@example.com,New York,NY,US,30-Dec-2024,Non-Prime
AMA-C7487,anna kim,anna.kim897@example.com,Denver,CO,US,13-Sep-2024,Prime
AMA-C9633, Sofia Chen ,sofia.chen801@example.com,seattle,WA,US,26-Nov-2025,Prime
AMA-C1189,Aarav Rossi,aarav.rossi37@example.com,Houston,TX,US,25-Jun-2025,Prime
AMA-C10464,PRIYA SINGH,priya.singh620@example.com,Los Angeles,CA,US,09/07/2024,Prime Student
AMA-C9027,VIVAAN SHARMA,vivaan.sharma744@example.com,New York,NY,US,31-Jul-2022,Prime Student
AMA-C8127,David Müller,david.müller362@example.com,seattle,WA,US,2021-07-16,Prime
AMA-C7793,MARIA LEE,,Miami,FL,US,2025-06-24,Prime
AMA-C8900,Aarav Kumar,,Miami,FL,US,13-May-2021,Non-Prime
AMA-C5276,Maria Martin,maria.martin360@example.com,Denver,CO,US,2021-06-18,Non-Prime
AMA-C2241,Olivia Anderson,olivia.anderson562@example.com,Chicago,IL,US,11/05/2022,Prime Student
AMA-C3534,Chen Sharma,chen.sharma657@example.com,Chicago,IL,US,17-May-2022,
AMA-C7321,emma garcia,emma.garcia59@example.com,Boston,MA,US,2025-01-18,Prime
AMA-C5487,John Müller,john.müller496@example.com,Denver,CO,US,11/02/2022,Prime Student
AMA-C1525,JOHN SHARMA,john.sharma359@example.com,Atlanta,GA,US,2023-05-02,Prime
AMA-C3813,Wei Khan,wei.khan543@example.com,Boston,MA,US,19-Jan-2022,Non-Prime
AMA-C5602,Emma Davis,emma.davis591@example.com,Miami,FL,US,2023-05-27,Non-Prime
AMA-C4592, Zoe Singh ,,Phoenix,AZ,US,06/13/2024,Non-Prime
AMA-C7740,Li Lee,li.lee335@example.com,Denver,CO,US,2025-10-11,Non-Prime
AMA-C5505,Carlos Khan,carlos.khan406@example.com,New York,NY,US,2024-02-19,Prime
AMA-C10856, Michael Müller ,michael.müller656@example.com,Los Angeles,CA,US,2022-07-21,Prime
AMA-C6305,JAMES LEE,james.lee669@example.com,NEW YORK,NY,US,23-Apr-2025,Prime
AMA-C9442,Yuki Martin,yuki.martin333@example.com,Phoenix,AZ,US,2025-05-16,Prime
AMA-C6883,Fatima Kumar,fatima.kumar189@example.com,Boston,MA,US,16-Jul-2021,Prime
AMA-C2266,John Martin,john.martin897@example.com,Boston,MA,US,02/26/2023,Non-Prime
AMA-C5255,EMMA WILSON,emma.wilson342@example.com,Atlanta,GA,US,31-Dec-2025,Prime
AMA-C9715,Emma Tanaka,emma.tanaka830@example.com,Boston,MA,US,27-Sep-2021,Prime Student
AMA-C5962,Chen Yamada,chen.yamada213@example.com,Boston,MA,US,10/28/2022,Prime
AMA-C2127,Aditya Kumar,aditya.kumar610@example.com,New York,NY,US,2021-03-16,Non-Prime
AMA-C6374,Sara Johnson,sara.johnson587@example.com,Denver,CO,US,30-Jul-2024,
AMA-C4668, Ben Davis ,ben.davis672@example.com,New York,NY,US,05-Jun-2023,Non-Prime
AMA-C9077,Olivia Kim,olivia.kim430@example.com,Boston,MA,US,07/11/2023,
AMA-C3693,John Anderson,john.anderson891@example.com,Atlanta,GA,US,28-Dec-2025,Prime
AMA-C10847,Vivaan Johnson,vivaan.johnson249@example.com,Denver,CO,US,05/26/2022,Prime Student
AMA-C9488,Aditya Wang,aditya.wang353@example.com,Los Angeles,CA,US,10/27/2021,Prime
AMA-C4976,Michael Sharma,michael.sharma167@example.com,Denver,CO,US,2021-09-14,Prime
AMA-C6298,Emma Garcia,emma.garcia843@example.com,Denver,CO,US,08-Aug-2021,Non-Prime
AMA-C10040,David Wilson,david.wilson65@example.com,Boston,MA,US,2024-05-03,Non-Prime
AMA-C3393,David Singh,david.singh777@example.com,Phoenix,AZ,US,05/20/2024,Prime Student
AMA-C4623,Sara Davis,sara.davis149@example.com,Miami,FL,US,2021-10-30,Prime Student
AMA-C3637,PRIYA ROSSI,priya.rossi993@example.com,Boston,MA,US,08/14/2024,Prime Student
AMA-C3324,Noah Rossi,noah.rossi846@example.com,ATLANTA,GA,US,2024-09-04,
